response,ArrivalDateYear,ArrivalDateMonth,StaysInWeekendNights,StaysInWeekNights,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
1,2016,April,2,0,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient-Party,80,0,0
1,2015,September,2,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,168,1,1
2,2015,September,0,1,Groups,TA/TO,0,1,0,A,0,248,NA,0,Transient,80,0,0
1,2015,July,4,7,Offline TA/TO,TA/TO,0,0,0,A,0,69,NA,0,Contract,113.05,0,0
2,2016,October,2,5,Online TA,TA/TO,0,0,0,D,2,240,NA,0,Transient-Party,68,0,0
1,2016,May,2,5,Offline TA/TO,TA/TO,0,0,0,E,2,156,NA,0,Transient-Party,87.46,0,4
1,2016,August,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,40,NA,0,Contract,142.76,0,0
2,2015,September,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,89.06,0,3
1,2015,September,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,186,1,2
2,2015,August,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,202,0,0
2,2016,June,2,6,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,72,0,1
1,2015,October,0,3,Corporate,Corporate,0,0,0,A,0,NA,174,0,Transient-Party,76,0,0
1,2016,May,4,6,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,59.93,0,0
2,2016,December,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,64,0,0
1,2016,July,0,1,Corporate,Corporate,0,0,0,A,0,NA,428,0,Transient,118,0,0
1,2016,August,0,4,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,169.5,1,1
1,2016,January,1,2,Corporate,Corporate,0,0,0,A,1,NA,99,0,Transient,30,0,0
1,2016,March,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,43,0,1
1,2016,June,1,1,Online TA,TA/TO,0,0,0,F,0,241,NA,0,Transient,130.13,0,0
1,2016,May,1,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,125,1,0
2,2015,October,0,1,Groups,TA/TO,0,0,0,A,0,96,NA,0,Transient,36.05,0,0
1,2016,November,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,40,NA,0,Transient,83.76,0,1
2,2015,October,1,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,66,0,0
1,2016,October,2,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient-Party,70,0,1
2,2015,November,1,5,Corporate,Corporate,0,0,0,A,3,185,281,0,Transient-Party,36,0,0
2,2015,December,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,80,0,0
1,2016,February,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,25,0,0
1,2016,February,0,3,Direct,Direct,1,0,0,A,0,6,NA,0,Transient,29,0,0
1,2015,December,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,65,1,1
1,2016,October,2,5,Groups,Corporate,0,0,0,A,2,NA,223,0,Transient-Party,60,0,0
2,2016,February,0,1,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,78,0,0
1,2015,August,3,6,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,150.6,0,1
1,2016,November,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,64.8,0,1
1,2015,September,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,248,NA,0,Transient-Party,80,0,0
1,2016,January,0,1,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,61,0,0
1,2016,April,1,0,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,65,0,0
2,2016,January,0,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,96,0,0
1,2016,November,0,5,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,30.6,0,0
1,2016,March,1,1,Corporate,Corporate,0,0,0,A,0,NA,NA,0,Transient,35,0,0
1,2016,September,2,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,102.67,0,1
1,2016,June,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,243,NA,0,Contract,62.9,0,0
2,2015,August,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,134,0,1
2,2016,June,2,2,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient,110,0,0
1,2016,January,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,196,NA,0,Transient,30,0,0
1,2015,August,1,0,Direct,Direct,0,0,0,A,0,NA,51,0,Transient,120.6,0,0
1,2015,July,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,155.5,1,0
1,2016,December,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,65,0,0
1,2016,September,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,191,1,1
1,2015,September,0,3,Corporate,Direct,0,0,0,A,0,NA,268,0,Transient-Party,88.2,0,0
1,2015,November,0,1,Online TA,TA/TO,1,0,0,A,0,241,NA,0,Transient,36.96,0,0
2,2015,December,2,1,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient-Party,68,0,0
1,2016,October,0,4,Online TA,TA/TO,0,0,0,D,0,147,NA,0,Transient,57.76,0,0
1,2016,March,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,133,1,1
1,2016,January,0,1,Online TA,TA/TO,0,0,0,E,1,241,NA,0,Transient,44.66,0,0
1,2016,December,0,2,Online TA,TA/TO,0,0,0,H,2,240,NA,0,Transient,99,1,0
1,2016,March,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,54,1,1
1,2015,July,0,5,Direct,Direct,0,0,0,G,1,250,NA,0,Transient,207,1,0
1,2016,June,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,243,NA,0,Transient,61,0,0
1,2015,July,1,2,Online TA,TA/TO,0,0,0,F,0,241,NA,0,Transient,142.71,0,0
2,2015,October,1,2,Groups,TA/TO,0,1,0,A,0,68,NA,0,Transient,19,0,0
1,2016,January,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,38,0,0
2,2016,June,2,2,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient,110,0,0
1,2016,October,0,1,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,61,0,0
1,2016,May,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,40,NA,0,Transient,56.96,0,0
1,2016,October,2,3,Direct,Direct,0,0,0,F,1,NA,NA,0,Transient,118.84,1,1
2,2016,March,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,375,NA,0,Transient-Party,25,0,0
1,2016,October,0,1,Offline TA/TO,TA/TO,0,0,0,D,0,251,NA,0,Transient,59,0,0
1,2016,April,0,3,Offline TA/TO,TA/TO,0,0,0,D,0,314,NA,0,Transient,78.56,1,0
1,2016,July,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,196,NA,0,Transient,115.2,0,1
1,2016,November,0,1,Corporate,Corporate,0,1,5,A,0,NA,82,0,Transient,30,0,0
2,2015,July,2,5,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,107.57,0,0
1,2015,July,0,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,138.8,0,1
1,2016,February,0,2,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,67,0,0
1,2015,August,2,4,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,163.5,0,1
1,2016,May,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,54.2,0,2
1,2016,August,2,6,Direct,Direct,0,0,0,C,3,250,NA,0,Transient,261.25,0,2
2,2015,July,0,2,Groups,TA/TO,0,24,0,A,0,NA,NA,0,Transient,121.5,0,0
1,2016,December,3,6,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,78.2,0,1
1,2015,August,1,3,Direct,Direct,0,0,0,F,1,250,NA,0,Transient,266,0,1
1,2016,January,0,3,Online TA,TA/TO,0,0,0,A,2,240,NA,0,Transient,54,0,1
1,2016,May,2,5,Groups,Direct,0,0,0,A,2,NA,223,0,Transient-Party,66,0,0
1,2016,March,0,1,Corporate,Corporate,0,0,0,A,0,NA,398,0,Transient,43,0,0
1,2016,April,1,0,Online TA,TA/TO,0,0,0,A,0,339,NA,0,Transient,52,0,0
1,2016,October,2,0,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,55,1,1
1,2016,September,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,136,1,1
1,2015,July,0,4,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,94.71,0,0
1,2016,March,1,0,Online TA,Direct,1,0,8,A,0,5,NA,0,Transient,34.4,0,0
1,2015,December,2,5,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,36,0,0
1,2016,October,1,0,Offline TA/TO,TA/TO,0,0,0,D,0,251,NA,0,Transient,59,0,0
2,2016,February,1,2,Groups,TA/TO,0,1,0,A,0,134,NA,0,Transient,79,0,0
1,2015,November,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,48,1,1
1,2016,March,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,84,1,0
1,2016,May,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,8,NA,0,Transient,40,0,0
1,2016,February,0,2,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,59,1,1
1,2015,December,0,1,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,80,0,0
1,2015,November,0,4,Offline TA/TO,TA/TO,0,0,0,A,1,115,NA,0,Transient,28.1,0,0
1,2015,September,1,3,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,171.25,1,1
1,2016,December,1,2,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,158.33,0,1
1,2016,April,1,0,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,59.4,0,1
1,2015,November,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,39.15,0,1
1,2016,February,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,60,0,0
1,2016,September,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,80,0,2
2,2016,October,2,1,Offline TA/TO,TA/TO,0,0,0,A,0,177,NA,0,Transient,46,0,0
1,2016,May,0,1,Corporate,Corporate,0,1,3,A,0,NA,82,0,Transient,42,0,0
1,2016,September,0,4,Corporate,Corporate,0,0,0,A,0,183,NA,0,Transient-Party,92,0,0
2,2015,September,1,1,Groups,TA/TO,0,1,0,A,0,68,NA,0,Transient-Party,80,0,0
2,2016,August,0,4,Offline TA/TO,TA/TO,0,0,0,A,2,314,NA,0,Transient,115.2,0,0
1,2016,April,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
1,2016,December,0,2,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,305,0,1
1,2016,November,1,5,Online TA,TA/TO,0,0,0,A,2,240,NA,0,Transient,64.9,1,3
1,2016,April,2,4,Offline TA/TO,TA/TO,0,0,0,A,0,8,NA,0,Transient,43.97,0,1
1,2016,September,2,5,Online TA,TA/TO,0,0,0,E,0,314,NA,0,Transient,88.4,0,1
1,2016,August,0,2,Online TA,TA/TO,0,0,0,D,1,241,NA,0,Transient,176.53,0,2
1,2016,March,1,2,Offline TA/TO,TA/TO,0,0,0,E,0,171,NA,0,Transient,45,0,0
1,2016,April,3,5,Offline TA/TO,TA/TO,0,0,0,A,0,147,NA,0,Transient-Party,66.42,0,1
1,2016,October,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,NA,NA,0,Transient,51.29,0,0
1,2016,March,0,1,Online TA,TA/TO,1,0,5,A,0,240,NA,0,Transient,43,0,1
2,2016,July,2,1,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,103.76,0,3
1,2016,August,0,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,189,0,0
1,2016,July,2,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,186,0,1
1,2015,July,2,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,114.5,0,1
2,2016,September,2,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,90,0,1
1,2016,January,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,26,0,0
1,2016,April,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,90.5,1,1
1,2016,November,0,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,52.8,1,1
2,2015,October,0,2,Offline TA/TO,TA/TO,0,1,0,A,0,208,NA,0,Transient-Party,36.5,0,0
1,2016,March,1,4,Groups,Direct,0,0,0,A,1,NA,223,0,Transient-Party,66,0,1
1,2015,December,1,0,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,68,0,0
1,2016,January,0,4,Online TA,TA/TO,0,0,0,D,2,240,NA,0,Transient,47.4,1,1
1,2016,April,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,26,NA,0,Transient,73.25,0,0
1,2015,October,2,3,Offline TA/TO,TA/TO,0,0,0,E,0,115,NA,0,Contract,66,0,0
1,2016,October,0,1,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,90,0,0
1,2016,October,1,3,Direct,Direct,0,0,0,F,0,250,NA,0,Transient-Party,79.2,0,1
1,2016,August,2,3,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,115.2,0,0
2,2016,May,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,66.63,0,1
1,2016,August,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,179,0,1
1,2016,April,0,1,Corporate,Corporate,1,0,1,D,0,NA,331,0,Transient,72,0,0
2,2016,June,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,136,0,1
1,2016,April,2,5,Groups,Direct,0,0,0,D,0,273,NA,0,Transient-Party,74.45,0,0
1,2016,June,2,3,Online TA,TA/TO,0,0,0,F,1,242,NA,0,Transient,120,0,0
1,2015,November,2,5,Direct,Direct,0,0,0,G,2,250,NA,0,Transient,97.3,0,1
2,2016,October,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,78,0,0
1,2016,January,0,2,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,43,0,0
1,2016,April,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,62,1,1
2,2015,November,6,15,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,32.4,0,1
1,2016,December,0,1,Offline TA/TO,TA/TO,1,0,1,E,0,171,NA,0,Transient,50,0,0
2,2015,September,1,5,Groups,Corporate,0,25,0,A,0,252,NA,0,Transient,49.95,0,0
1,2016,July,2,3,Online TA,TA/TO,0,0,0,E,0,NA,NA,0,Transient,169.5,1,1
1,2016,September,0,2,Online TA,TA/TO,0,0,0,C,0,314,NA,0,Transient,168,0,0
1,2015,September,0,1,Online TA,TA/TO,0,0,0,A,0,NA,240,0,Group,80.1,0,0
1,2015,November,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,52.4,1,1
2,2016,May,4,10,Corporate,Corporate,0,0,0,A,0,NA,110,0,Transient,85,0,0
1,2015,September,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,123,0,0
2,2016,March,1,5,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient-Party,68.4,0,0
1,2015,December,0,1,Corporate,Corporate,0,0,0,A,0,NA,NA,0,Transient-Party,43,0,1
2,2016,July,2,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,170,0,1
1,2015,August,3,6,Offline TA/TO,TA/TO,0,0,0,D,0,156,NA,0,Contract,67.58,0,1
1,2015,October,2,3,Offline TA/TO,TA/TO,0,0,0,D,0,36,NA,0,Transient,38.04,0,0
1,2016,April,2,2,Online TA,TA/TO,0,0,0,G,1,240,NA,0,Transient,138.5,1,0
1,2015,August,0,2,Direct,Direct,0,0,0,C,0,250,NA,0,Transient,181,1,2
1,2016,July,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,145,1,0
1,2016,April,0,3,Offline TA/TO,TA/TO,0,0,0,E,0,248,NA,0,Transient-Party,114,1,1
1,2015,September,2,5,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,163,1,0
1,2016,April,0,3,Groups,TA/TO,0,0,0,A,0,67,NA,0,Transient-Party,68,0,0
1,2016,June,0,2,Corporate,Corporate,0,0,0,A,0,NA,154,0,Transient,66,0,0
1,2016,August,2,4,Online TA,TA/TO,0,0,0,E,0,242,NA,0,Transient,159.5,0,2
1,2015,July,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,156,NA,0,Transient,116.85,0,0
1,2016,October,2,0,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,60,0,2
1,2016,October,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,77.36,0,2
1,2016,June,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,119,0,1
1,2016,May,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,53.85,0,2
1,2016,February,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,58,0,1
1,2015,August,2,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,242.5,0,0
1,2016,March,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,46,1,0
1,2015,September,0,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,83,0,0
1,2015,September,0,3,Corporate,Direct,0,0,0,A,0,NA,268,0,Transient,88.2,0,0
1,2015,November,1,1,Corporate,Corporate,1,0,1,A,0,NA,NA,0,Transient,54,1,0
2,2016,September,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,112,0,1
1,2016,December,2,3,Online TA,TA/TO,0,0,0,D,1,314,NA,0,Transient,77.44,0,1
2,2016,November,0,2,Groups,Corporate,0,0,0,E,0,NA,NA,0,Transient-Party,50,0,0
1,2016,November,0,2,Corporate,Corporate,0,0,0,E,1,481,NA,0,Transient-Party,50,0,0
1,2015,August,0,1,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,173,0,0
1,2016,May,1,3,Corporate,Corporate,0,0,1,A,0,NA,282,0,Transient,45,0,0
1,2016,October,0,1,Corporate,Corporate,0,0,1,A,0,NA,31,0,Transient-Party,42,0,0
1,2016,October,2,0,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,55,0,1
1,2016,September,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,129,0,2
1,2016,February,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,171,NA,0,Transient,30,0,1
1,2015,October,0,2,Offline TA/TO,TA/TO,0,0,0,A,1,208,NA,0,Transient-Party,70,0,0
1,2016,September,2,5,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,127.19,0,1
1,2015,July,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,134,0,0
1,2016,October,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,65,0,1
1,2016,March,1,1,Online TA,TA/TO,0,0,0,H,1,240,NA,0,Transient,110.5,0,0
1,2015,December,1,5,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,58.5,0,0
1,2016,October,2,6,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,70.45,0,2
2,2016,May,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,58,0,3
2,2015,September,0,3,Groups,Corporate,0,1,0,A,0,NA,223,0,Transient,40.05,0,0
1,2016,March,0,3,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,65,0,1
1,2016,October,2,0,Groups,Corporate,0,0,0,A,0,NA,NA,0,Transient-Party,55,0,1
2,2015,September,0,3,Groups,Corporate,0,1,0,A,0,NA,223,0,Transient,40.05,0,0
1,2016,April,1,0,Online TA,TA/TO,1,0,1,A,0,240,NA,0,Transient,56,0,1
1,2016,December,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,75,NA,0,Transient,61.64,0,0
1,2016,May,0,3,Groups,Direct,0,0,0,A,2,NA,223,0,Transient-Party,60,0,0
1,2015,August,2,3,Offline TA/TO,TA/TO,0,0,0,A,0,96,NA,0,Transient-Party,135,0,1
1,2015,July,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,153,0,1
2,2016,March,1,3,Groups,Direct,0,0,0,A,0,68,NA,0,Transient,84,0,0
1,2015,August,1,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,173,0,0
1,2015,November,0,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,38,0,0
1,2016,August,1,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,232.67,0,1
2,2016,April,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,253,NA,0,Transient,54,0,1
1,2016,December,1,2,Offline TA/TO,TA/TO,0,0,0,D,0,3,NA,0,Transient,137.33,0,1
1,2016,March,1,3,Offline TA/TO,TA/TO,0,0,0,A,1,196,NA,0,Transient,39,0,0
1,2015,August,4,7,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,129.58,0,0
2,2016,November,0,2,Groups,TA/TO,0,0,0,A,0,248,NA,0,Transient,46,0,0
2,2016,October,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,41.29,0,0
2,2015,July,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,117.71,0,0
1,2015,October,1,3,Corporate,Corporate,0,0,0,A,0,NA,174,0,Transient-Party,109,0,0
1,2016,November,2,3,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,42.97,0,2
1,2015,November,0,1,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,73.5,1,3
1,2015,December,1,0,Offline TA/TO,TA/TO,0,0,0,E,0,8,NA,0,Transient,45,0,0
2,2016,July,2,4,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,215.33,0,1
1,2016,August,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,171,NA,0,Transient,126.9,0,1
2,2016,August,3,6,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,176.44,0,2
1,2016,May,0,0,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,0,0,0
1,2015,October,4,8,Offline TA/TO,TA/TO,0,0,0,E,2,314,NA,0,Transient,62.47,0,0
1,2015,July,0,1,Direct,Direct,0,0,0,L,0,NA,NA,0,Transient,82,0,0
2,2016,May,1,0,Groups,TA/TO,0,0,0,A,0,315,NA,0,Transient-Party,70,0,0
1,2016,November,0,4,Online TA,TA/TO,0,0,0,G,1,240,NA,0,Transient-Party,106,0,1
1,2015,November,1,0,Corporate,Corporate,0,0,0,A,0,NA,270,0,Transient,35,0,0
1,2016,March,0,4,Groups,Direct,0,0,0,A,4,NA,223,0,Transient-Party,66,0,0
1,2016,May,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
1,2016,April,0,1,Groups,TA/TO,0,0,0,A,0,146,NA,0,Transient-Party,54,0,0
2,2016,February,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,56.57,0,2
1,2016,May,1,0,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Group,70,0,0
1,2015,August,2,4,Direct,Direct,0,0,0,C,0,250,NA,0,Transient,277,1,1
2,2015,October,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,47,0,0
1,2015,October,0,0,Direct,Direct,1,0,0,A,0,NA,NA,0,Transient,0,0,0
1,2016,May,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,8,NA,0,Transient,47,0,0
1,2016,February,2,6,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,75.26,1,2
2,2016,December,2,3,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,55.8,0,0
2,2015,October,4,10,Groups,Direct,0,1,0,D,0,273,NA,0,Transient,78.5,0,0
2,2016,October,2,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,99,0,0
1,2015,December,0,3,Direct,Direct,0,0,1,E,0,NA,NA,0,Transient,70.15,0,2
2,2016,May,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,52.2,0,1
1,2015,December,2,0,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,92.4,1,1
2,2015,July,0,3,Offline TA/TO,TA/TO,0,0,0,D,0,15,NA,0,Transient,105.5,0,0
1,2015,July,4,10,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,124.5,0,0
1,2016,September,2,4,Groups,TA/TO,0,0,0,A,1,201,NA,0,Transient-Party,42.3,0,0
1,2015,October,1,3,Direct,Direct,0,0,0,D,2,NA,317,0,Transient-Party,56,0,0
1,2016,September,0,2,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,161,0,0
1,2016,September,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,103.5,1,1
1,2016,November,1,3,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,68,1,0
1,2016,August,2,6,Online TA,TA/TO,0,0,0,A,1,314,NA,0,Transient,205.2,1,0
1,2015,July,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,88.4,0,0
1,2016,September,3,7,Offline TA/TO,TA/TO,0,0,0,D,3,2,NA,0,Contract,62.9,0,2
2,2016,October,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,44.53,0,0
2,2016,September,0,4,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,66,0,0
1,2016,March,0,1,Corporate,Corporate,0,0,0,A,0,NA,165,0,Transient,30,0,1
1,2015,December,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,61.2,0,1
2,2015,December,4,9,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,36.26,0,1
1,2015,July,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,73.8,0,0
2,2015,August,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,172,0,2
1,2015,July,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,243,NA,0,Transient,123,0,1
1,2016,April,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,65,0,0
1,2016,July,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,194.29,0,2
1,2016,July,0,1,Direct,Direct,0,0,0,H,0,250,419,0,Transient,246,0,0
1,2015,November,1,2,Direct,Direct,0,0,0,D,1,NA,NA,0,Transient,48,0,2
1,2016,September,0,2,Groups,Direct,0,0,0,A,1,NA,223,0,Transient-Party,66,0,0
1,2016,September,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,126,1,1
2,2016,August,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,156,0,1
2,2016,August,1,4,Online TA,TA/TO,0,0,0,C,0,242,NA,0,Transient,219,0,0
1,2015,October,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Transient,63.08,0,2
2,2015,December,2,1,Groups,TA/TO,0,0,0,A,0,134,NA,0,Transient-Party,70,0,0
1,2016,December,2,0,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,99,1,0
1,2015,August,1,0,Online TA,TA/TO,0,0,0,A,1,NA,NA,0,Group,134,0,1
