LeadTime,ArrivalDateYear,StaysInWeekendNights,StaysInWeekNights,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
28,2017,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,204,1,2
58,2015,1,2,Direct,Direct,0,0,0,E,2,250,NA,0,Transient,165,1,1
245,2016,5,10,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,101.4,0,0
115,2015,2,5,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,58.41,0,1
69,2015,2,1,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,129.33,0,1
0,2015,0,3,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,43,0,0
77,2016,2,7,Offline TA/TO,TA/TO,0,0,0,D,0,314,NA,0,Transient,78.56,0,0
0,2016,1,2,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient-Party,0,0,0
21,2016,0,1,Offline TA/TO,TA/TO,0,0,0,D,0,251,NA,0,Transient,59,0,0
261,2017,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,74.25,0,0
67,2016,2,6,Online TA,TA/TO,0,0,0,E,0,242,NA,0,Transient,94.73,1,1
0,2017,1,2,Direct,Direct,0,0,0,G,0,NA,NA,0,Transient,0,0,2
43,2017,1,3,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,242,0,0
31,2016,0,1,Offline TA/TO,TA/TO,0,0,0,D,0,NA,251,0,Transient,59,0,0
93,2015,0,3,Offline TA/TO,TA/TO,0,0,0,A,0,115,NA,0,Contract,58.95,0,0
72,2016,1,3,Direct,Direct,0,0,0,H,1,250,NA,0,Transient,160,0,0
2,2016,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,90,0,0
29,2016,0,1,Groups,Corporate,0,0,0,D,0,NA,NA,0,Transient-Party,48,0,0
28,2016,1,2,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient,115.2,1,0
269,2017,4,13,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,84.8,0,2
11,2016,0,1,Direct,Direct,0,0,0,G,0,NA,NA,0,Transient,71,0,1
283,2015,2,5,Groups,Direct,0,0,0,D,0,273,NA,0,Transient-Party,67.31,0,0
1,2015,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,39,1,0
309,2016,2,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,65.61,0,0
1,2016,0,1,Corporate,Corporate,1,0,2,A,0,NA,154,0,Transient,27,0,0
23,2015,2,1,Direct,Direct,0,0,0,C,2,250,NA,0,Transient,104,1,2
4,2017,0,1,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient-Party,38.4,0,0
40,2016,0,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,46.8,0,1
2,2016,0,1,Online TA,TA/TO,0,0,0,A,0,5,NA,0,Transient-Party,52.8,0,0
0,2016,0,1,Direct,Direct,0,0,0,G,0,NA,NA,0,Transient,100,0,0
59,2015,2,5,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,120.43,0,0
225,2016,0,3,Groups,Direct,0,0,0,A,2,NA,223,0,Transient-Party,64,0,0
59,2015,1,3,Offline TA/TO,TA/TO,0,0,0,D,0,15,NA,0,Transient,105.5,0,2
364,2016,1,4,Groups,Corporate,0,0,0,A,2,NA,223,0,Transient-Party,64.8,0,0
130,2017,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,110,0,1
190,2016,0,5,Direct,Direct,0,0,0,G,0,NA,NA,0,Transient,336.5,1,1
0,2015,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,51,0,1
204,2016,2,6,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,101.7,0,0
138,2016,3,7,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,40.5,0,1
2,2015,0,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,252,1,0
48,2015,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,171,NA,0,Transient,52.73,0,0
38,2017,1,0,Online TA,TA/TO,0,0,0,A,0,468,NA,0,Transient,93.6,0,0
52,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,464,NA,0,Transient,48,0,0
261,2016,0,2,Groups,TA/TO,0,0,0,D,0,251,NA,0,Transient-Party,87,0,0
172,2016,3,5,Offline TA/TO,TA/TO,0,0,0,A,0,115,NA,0,Transient-Party,46.8,0,1
231,2016,2,5,Groups,Direct,0,0,0,D,0,273,NA,0,Transient-Party,71.36,0,0
224,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,143,NA,0,Contract,37.4,0,2
39,2017,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,112,1,1
23,2015,3,9,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,53.9,0,1
8,2016,1,1,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,174,0,1
2,2015,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Transient-Party,26,0,0
6,2017,1,4,Groups,Corporate,0,0,0,A,2,NA,223,0,Transient-Party,37,0,0
148,2015,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,39,0,0
11,2016,1,0,Groups,TA/TO,0,0,0,A,0,NA,405,0,Transient-Party,56,1,1
11,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,85,0,1
386,2016,1,3,Groups,Corporate,0,0,0,A,0,NA,NA,0,Transient-Party,55,0,0
20,2016,0,2,Offline TA/TO,TA/TO,0,0,0,A,2,146,NA,0,Transient,31,1,0
90,2015,2,8,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,118.2,1,1
108,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,41.35,0,0
272,2017,3,7,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,136.45,0,0
106,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,46.75,0,1
24,2017,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,177.5,0,1
42,2017,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,75,1,1
32,2016,1,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,209,0,0
10,2017,1,1,Groups,Corporate,0,0,0,A,0,NA,507,0,Transient-Party,120,0,0
192,2015,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,38.07,0,0
0,2015,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,46.4,0,1
171,2017,2,5,Groups,TA/TO,0,0,0,E,0,298,NA,0,Transient-Party,45,0,0
342,2017,2,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,129.86,0,0
2,2017,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,177,NA,0,Transient,60,0,1
190,2016,2,6,Online TA,TA/TO,0,0,0,A,1,105,NA,0,Transient,117.76,1,1
98,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,243,NA,0,Contract,53.56,0,0
351,2017,2,5,Groups,TA/TO,0,0,0,D,0,298,NA,0,Transient-Party,82,0,0
19,2016,0,2,Direct,Direct,1,0,5,A,0,NA,338,0,Transient,101,1,0
5,2016,2,0,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,38,0,0
94,2016,2,3,Direct,Direct,0,0,0,G,0,250,NA,0,Transient,193,0,1
1,2017,0,2,Online TA,TA/TO,0,0,0,F,0,241,NA,0,Transient,140.6,1,1
226,2016,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,253,NA,0,Transient,113.6,0,1
7,2016,0,2,Corporate,Corporate,0,0,0,A,0,94,NA,0,Transient,27,1,0
131,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,177,NA,0,Transient,119.7,0,1
29,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,120,0,1
119,2017,2,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,62,0,0
326,2017,2,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,101.7,0,2
46,2016,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,375,NA,0,Transient-Party,25,0,0
2,2016,0,2,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient-Party,68,0,1
108,2015,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,118.29,0,1
23,2016,0,1,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,75,0,0
364,2016,0,4,Groups,Corporate,0,0,0,A,0,NA,223,0,Transient-Party,69,1,0
40,2017,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,283.5,0,2
166,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,253,NA,0,Transient,112.7,0,1
1,2016,2,1,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,36.96,0,1
0,2016,0,2,Corporate,Corporate,1,0,3,A,0,NA,47,0,Transient,65,0,0
76,2016,0,2,Corporate,Corporate,0,0,0,E,1,481,NA,0,Transient,50,0,0
26,2016,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,0
286,2016,1,3,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,85.5,0,2
17,2015,1,3,Groups,Corporate,0,0,1,A,0,NA,343,0,Transient-Party,36,0,0
257,2016,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,156,0,1
194,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,315,NA,0,Transient,130.55,0,0
15,2016,1,2,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient,105.2,0,0
182,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,253,NA,0,Transient,54.9,0,0
259,2015,0,3,Groups,Corporate,0,1,0,A,0,NA,223,0,Transient,40.05,0,0
108,2016,4,10,Offline TA/TO,TA/TO,0,0,0,E,0,115,NA,0,Transient-Party,63.9,0,1
0,2015,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,51,0,0
226,2017,2,2,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient,33.6,0,0
3,2015,0,2,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,42,1,1
244,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,90,0,2
130,2017,2,1,Offline TA/TO,TA/TO,0,0,0,C,0,181,NA,0,Transient-Party,138.4,0,1
241,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,126,0,1
11,2016,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,66,0,0
38,2015,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,135,0,0
186,2017,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,1
164,2017,0,4,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,227,1,2
241,2017,2,5,Groups,TA/TO,0,0,0,A,0,273,NA,0,Transient-Party,30.8,0,0
2,2016,0,2,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,171,1,0
0,2016,0,3,Offline TA/TO,TA/TO,0,0,0,A,1,314,NA,0,Transient,34.4,0,0
85,2017,1,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,237,0,0
31,2015,3,10,Corporate,Corporate,0,0,0,A,2,185,281,0,Transient-Party,36,0,0
140,2017,2,5,Groups,TA/TO,0,0,0,A,0,96,NA,0,Transient-Party,48,0,0
4,2015,2,1,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,187,0,3
115,2017,1,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,100,0,1
214,2015,1,1,Offline TA/TO,TA/TO,0,1,0,A,0,208,NA,0,Transient,34,0,0
176,2017,0,2,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,303,0,0
79,2017,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,85,0,2
114,2015,7,16,Groups,Corporate,0,0,0,A,0,281,NA,0,Contract,36,0,0
0,2015,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,153,0,0
299,2017,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,67.5,0,0
23,2016,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,212,0,1
106,2016,1,3,Groups,Direct,0,0,0,A,0,68,NA,0,Transient,84,0,0
34,2016,1,3,Offline TA/TO,TA/TO,0,0,0,A,0,26,NA,0,Transient,81.16,0,0
41,2015,0,2,Corporate,Corporate,0,0,0,A,0,281,NA,0,Transient-Party,40,0,0
1,2016,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,330,NA,0,Transient-Party,43,0,0
68,2016,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient-Party,62,0,0
4,2017,0,2,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,214,0,2
206,2016,2,8,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Transient-Party,64.9,0,1
0,2016,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,55,0,0
39,2016,2,0,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,68.5,1,1
10,2017,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,95,0,1
45,2015,2,1,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient-Party,68,0,0
373,2016,3,7,Offline TA/TO,TA/TO,0,0,0,E,0,40,NA,0,Contract,85.3,0,0
9,2016,1,0,Groups,TA/TO,0,0,0,A,0,315,NA,0,Transient-Party,70,0,0
32,2016,0,1,Corporate,Corporate,0,0,0,A,0,NA,397,0,Transient-Party,50,0,0
104,2017,1,1,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,110,1,1
144,2016,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,253,NA,0,Transient,145.1,0,0
393,2016,2,2,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient,72,0,0
112,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,146.5,0,3
1,2015,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,46.4,0,1
123,2016,2,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,216,0,2
245,2016,3,7,Groups,TA/TO,0,0,0,A,0,15,NA,0,Transient-Party,82,0,0
124,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,8,NA,0,Transient,68.4,0,0
3,2016,0,1,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,40,1,1
179,2016,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,96,NA,0,Transient-Party,105.5,0,1
69,2016,0,1,Online TA,TA/TO,0,0,0,E,0,242,NA,0,Transient,95,1,0
246,2016,2,3,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,95.25,1,0
332,2017,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,74.25,0,1
199,2016,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
9,2015,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,0
9,2017,1,3,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,87,1,1
203,2017,0,2,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient-Party,90,0,0
29,2016,0,1,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,43.65,0,2
9,2017,0,2,Corporate,Corporate,1,0,1,A,0,254,NA,0,Transient,35,0,0
26,2015,2,3,Online TA,TA/TO,0,0,0,F,0,242,NA,0,Transient,198,0,2
129,2015,3,6,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,125.9,1,1
190,2017,2,5,Online TA,TA/TO,0,0,0,A,1,314,NA,0,Transient,106.2,0,0
146,2017,1,0,Groups,TA/TO,0,0,0,E,0,66,NA,34,Transient-Party,50,0,0
253,2017,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,243,NA,0,Contract,50.85,0,0
18,2016,0,1,Direct,Corporate,0,0,0,A,0,NA,NA,0,Transient,59.5,0,0
85,2015,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,5,NA,0,Transient,71.2,0,1
283,2017,3,7,Offline TA/TO,TA/TO,0,0,0,A,1,243,NA,0,Contract,40.95,0,1
42,2017,1,0,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,42,0,0
136,2016,0,3,Offline TA/TO,TA/TO,0,0,0,A,0,387,NA,0,Transient-Party,84,0,0
60,2017,0,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,48,0,0
11,2016,1,0,Groups,TA/TO,0,0,0,A,0,NA,405,0,Transient-Party,50,0,1
56,2015,2,6,Direct,Direct,0,0,0,E,1,NA,NA,0,Transient,149.5,1,2
194,2017,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,183.75,0,2
101,2017,0,2,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,158,0,1
163,2017,1,4,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,214,0,1
0,2016,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,120,0,1
28,2016,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,58,0,1
0,2016,1,5,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,105,0,0
45,2015,2,1,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient-Party,68,0,0
0,2017,0,1,Direct,Direct,1,0,1,A,0,250,NA,0,Transient,80,0,2
40,2017,1,2,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,55,0,0
106,2017,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,150,0,1
10,2016,1,3,Online TA,TA/TO,0,0,0,D,0,242,NA,0,Group,58,0,1
12,2015,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,196,NA,0,Transient,25,0,0
71,2016,2,2,Online TA,TA/TO,0,0,0,D,0,242,NA,0,Transient,74.75,0,0
166,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,315,NA,0,Transient,94,0,1
180,2016,2,4,Offline TA/TO,TA/TO,0,0,0,E,0,96,NA,0,Transient-Party,126,0,1
97,2016,3,7,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,26,0,1
15,2017,0,1,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,260,0,0
123,2017,2,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,212,0,1
206,2016,1,3,Offline TA/TO,TA/TO,0,0,0,A,0,156,NA,0,Transient,39.33,0,1
181,2017,6,19,Groups,TA/TO,0,0,0,A,0,440,NA,0,Transient-Party,58.6,0,0
257,2017,0,4,Groups,Direct,0,0,0,E,1,NA,NA,0,Transient-Party,101,0,0
52,2015,0,1,Direct,Direct,0,0,0,E,1,NA,NA,0,Transient,332,1,1
103,2016,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,35.1,0,0
258,2017,2,6,Online TA,TA/TO,1,0,1,A,2,240,NA,0,Transient,131.55,1,2
91,2016,0,1,Offline TA/TO,TA/TO,0,0,0,D,0,251,NA,0,Transient-Party,59,0,1
0,2016,0,2,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,85.5,0,1
86,2017,0,3,Groups,TA/TO,0,0,0,A,0,67,NA,0,Transient,46,0,0
16,2016,2,4,Offline TA/TO,TA/TO,0,0,0,A,2,387,NA,0,Transient,105,0,0
37,2017,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,95,NA,0,Transient,34,0,0
0,2017,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,180,0,1
0,2015,0,1,Direct,Direct,0,0,0,F,0,NA,NA,0,Transient,284,0,0
139,2016,1,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,55.8,0,0
36,2017,0,4,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,85.2,0,1
77,2015,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,80.1,0,1
153,2017,0,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,207,0,3
158,2016,2,4,Direct,Direct,1,0,1,E,0,NA,NA,0,Transient,204,1,0
0,2016,0,1,Direct,Direct,1,0,1,A,0,NA,NA,0,Transient,45,0,0
23,2016,0,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,58,0,0
93,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,175,NA,0,Transient,159,0,0
22,2016,0,3,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient-Party,80,0,0
75,2016,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,217.33,0,0
107,2016,2,4,Direct,Direct,0,0,0,D,3,NA,NA,0,Transient-Party,77.75,0,0
107,2017,2,6,Direct,Direct,0,0,0,C,1,250,NA,0,Transient,185,0,0
8,2015,2,3,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,196,0,1
334,2015,2,5,Direct,Direct,0,0,0,D,0,NA,NA,0,Group,0,0,0
53,2015,2,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,85.08,0,2
122,2015,4,10,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,134,0,1
1,2016,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,339,NA,0,Transient,29,1,0
287,2015,1,3,Direct,Direct,0,0,0,A,2,NA,223,0,Transient-Party,46.5,1,1
77,2017,1,2,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,36.43,0,0
125,2015,2,5,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,225.9,0,2
138,2016,1,2,Groups,TA/TO,0,0,0,E,0,NA,NA,0,Transient,65,0,0
60,2016,2,0,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,199,0,0
270,2017,2,5,Online TA,TA/TO,0,0,0,A,7,240,NA,0,Transient-Party,83.5,0,1
300,2017,2,5,Online TA,TA/TO,0,0,0,A,2,240,NA,0,Transient-Party,149.81,1,2
222,2016,0,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,52.98,1,1
25,2016,1,4,Direct,Direct,0,0,0,A,3,250,NA,0,Transient,82.74,0,0
229,2017,2,2,Offline TA/TO,TA/TO,0,0,0,A,2,410,NA,0,Transient,157.28,0,1
245,2015,0,1,Groups,TA/TO,0,1,0,A,0,248,NA,0,Transient,80,0,0
7,2016,0,1,Online TA,TA/TO,0,0,0,A,0,339,NA,0,Transient-Party,140,0,0
4,2016,2,1,Online TA,TA/TO,0,0,0,D,0,15,NA,0,Transient,208.8,0,0
24,2015,1,2,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,26,0,0
17,2015,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,153,0,1
60,2015,1,4,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,195,0,0
151,2015,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,104.55,0,0
74,2015,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,113,0,0
172,2016,2,2,Direct,Direct,0,0,3,G,0,NA,NA,0,Transient,179,1,1
1,2016,0,1,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,221,0,1
64,2016,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,46.4,0,1
2,2016,0,1,Direct,Direct,0,0,0,E,0,250,NA,0,Transient-Party,101,1,0
238,2017,0,2,Groups,TA/TO,0,0,0,A,0,155,NA,0,Transient,54,0,0
170,2016,0,1,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,107.1,0,2
259,2015,0,3,Groups,Corporate,0,1,0,A,0,NA,223,0,Transient,33.3,0,0
50,2017,0,3,Online TA,TA/TO,0,0,0,A,0,15,NA,0,Transient,196.93,0,0
59,2016,2,0,Offline TA/TO,TA/TO,0,0,0,A,0,15,NA,0,Transient,41.4,0,0
34,2017,1,3,Direct,Direct,0,0,0,F,1,250,NA,0,Transient,193,1,0
246,2015,2,5,Offline TA/TO,TA/TO,0,1,0,A,0,96,NA,0,Transient-Party,58.95,0,0
114,2016,2,4,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,108.71,1,1
232,2016,2,1,Groups,TA/TO,0,0,0,A,0,11,NA,0,Transient,30,0,0
3,2016,0,1,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,110,0,0
0,2016,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,149,0,0
93,2015,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,80,0,0
41,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,464,NA,0,Transient,66,0,0
3,2017,0,2,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,164,0,1
75,2015,2,5,Offline TA/TO,TA/TO,0,0,0,D,1,156,NA,0,Transient,96.26,0,1
129,2017,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,262,0,1
93,2015,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,80,0,0
19,2015,2,1,Online TA,TA/TO,0,1,0,D,0,240,NA,0,Transient,54.4,0,0
155,2016,1,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,170,0,2
0,2016,0,1,Corporate,Corporate,1,1,10,A,0,88,NA,0,Transient,30,0,0
5,2017,0,4,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,144,0,0
20,2017,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,200,0,2
24,2015,0,1,Corporate,Corporate,0,0,0,A,1,NA,342,0,Transient-Party,32,0,1
3,2017,1,2,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,35.11,0,1
2,2016,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,1
276,2017,2,5,Groups,TA/TO,0,0,0,A,0,527,NA,0,Transient-Party,125.43,0,0
152,2017,1,4,Groups,TA/TO,0,0,0,D,1,NA,223,0,Transient-Party,69,1,1
128,2016,2,5,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,96.23,0,0
89,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,142,NA,0,Contract,107.2,0,2
69,2017,1,0,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,144,0,1
33,2015,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,155,0,0
12,2016,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,71,1,2
67,2015,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,113,1,1
12,2016,0,3,Groups,Direct,0,0,0,A,1,385,NA,0,Transient-Party,0,0,0
11,2016,1,0,Groups,TA/TO,0,0,0,A,0,NA,405,0,Transient-Party,50,1,1
25,2015,2,4,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,145,0,0
9,2015,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,39,0,1
16,2017,0,3,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,137.9,1,1
72,2016,1,2,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,159,0,0
219,2016,2,2,Groups,Corporate,0,0,0,E,1,NA,NA,0,Transient-Party,40.5,0,0
23,2016,1,1,Complementary,Direct,0,0,0,A,1,NA,NA,0,Transient,0,0,0
0,2015,2,5,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,88.55,0,0
