Movie ID,Title,Genres,Tite
3081,Sleepy Hollow (1999),Horror|Romance,Sleepy Hollow (1999)
3082,"World Is Not Enough, The (1999)",Action|Thriller,World Is Not Enough The (1999)
3083,All About My Mother (Todo Sobre Mi Madre) (1999),Comedy|Drama,All About My Mother (Todo Sobre Mi Madre) (1999)
3084,Home Page (1999),Documentary,Home Page (1999)
3085,"Living Dead Girl, The (La Morte Vivante) (1982)",Horror,Living Dead Girl The (La Morte Vivante) (1982)
3086,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),Comedy,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934)
3087,Scrooged (1988),Comedy,Scrooged (1988)
3088,Harvey (1950),Comedy,Harvey (1950)
3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama,Bicycle Thief The (Ladri di biciclette) (1948)
3090,Matewan (1987),Drama,Matewan (1987)
3091,Kagemusha (1980),Drama|War,Kagemusha (1980)
3092,Chushingura (1962),Drama,Chushingura (1962)
3093,McCabe & Mrs. Miller (1971),Drama|Western,McCabe & Mrs. Miller (1971)
3094,Maurice (1987),Drama|Romance,Maurice (1987)
3095,"Grapes of Wrath, The (1940)",Drama,Grapes of Wrath The (1940)
3096,My Man Godfrey (1957),Comedy,My Man Godfrey (1957)
3097,"Shop Around the Corner, The (1940)",Comedy|Romance,Shop Around the Corner The (1940)
3098,"Natural, The (1984)",Drama,Natural The (1984)
3099,Shampoo (1975),Comedy|Romance,Shampoo (1975)
3100,"River Runs Through It, A (1992)",Drama,River Runs Through It A (1992)
3101,Fatal Attraction (1987),Thriller,Fatal Attraction (1987)
3102,Jagged Edge (1985),Thriller,Jagged Edge (1985)
3103,Stanley & Iris (1990),Drama|Romance,Stanley & Iris (1990)
3104,Midnight Run (1988),Action|Adventure|Comedy|Crime,Midnight Run (1988)
3105,Awakenings (1990),Drama,Awakenings (1990)
3106,Come See the Paradise (1990),Drama|Romance,Come See the Paradise (1990)
3107,Backdraft (1991),Action|Drama,Backdraft (1991)
3108,"Fisher King, The (1991)",Comedy|Drama|Romance,Fisher King The (1991)
3109,"River, The (1984)",Drama,River The (1984)
3110,Country (1984),Drama,Country (1984)
3111,Places in the Heart (1984),Drama,Places in the Heart (1984)
3112,'Night Mother (1986),Drama,'Night Mother (1986)
3113,End of Days (1999),Action|Thriller,End of Days (1999)
3114,Toy Story 2 (1999),Animation|Children's|Comedy,Toy Story 2 (1999)
3115,Flawless (1999),Drama,Flawless (1999)
3116,Miss Julie (1999),Drama,Miss Julie (1999)
3117,Ride with the Devil (1999),Drama|Romance|War,Ride with the Devil (1999)
3118,Tumbleweeds (1999),Drama,Tumbleweeds (1999)
3119,Bay of Blood (Reazione a catena) (1971),Horror,Bay of Blood (Reazione a catena) (1971)
3120,"Distinguished Gentleman, The (1992)",Comedy,Distinguished Gentleman The (1992)
3121,"Hitch-Hiker, The (1953)",Film-Noir,Hitch-Hiker The (1953)
3122,Santa Fe Trail (1940),Drama|Romance|Western,Santa Fe Trail (1940)
3123,Spring Fever USA (a.k.a. Lauderdale) (1989),Comedy,Spring Fever USA (a.k.a. Lauderdale) (1989)
3124,Agnes Browne (1999),Comedy|Drama,Agnes Browne (1999)
3125,"End of the Affair, The (1999)",Drama,End of the Affair The (1999)
3126,"End of the Affair, The (1955)",Drama,End of the Affair The (1955)
3127,Holy Smoke (1999),Drama,Holy Smoke (1999)
3128,"Map of the World, A (1999)",Drama,Map of the World A (1999)
3129,Sweet and Lowdown (1999),Comedy|Drama,Sweet and Lowdown (1999)
3130,Bonfire of the Vanities (1990),Comedy,Bonfire of the Vanities (1990)
3131,Broadway Damage (1997),Comedy,Broadway Damage (1997)
3132,Daddy Long Legs (1919),Comedy,Daddy Long Legs (1919)
3133,Go West (1925),Comedy,Go West (1925)
3134,"Grand Illusion (Grande illusion, La) (1937)",Drama|War,Grand Illusion (Grande illusion La) (1937)
3135,"Great Santini, The (1979)",Drama,Great Santini The (1979)
3136,"James Dean Story, The (1957)",Documentary,James Dean Story The (1957)
3137,"Sea Wolves, The (1980)",Action|War,Sea Wolves The (1980)
3138,Stealing Home (1988),Drama,Stealing Home (1988)
3139,Tarzan the Fearless (1933),Action|Adventure,Tarzan the Fearless (1933)
3140,"Three Ages, The (1923)",Comedy,Three Ages The (1923)
3141,"Two Jakes, The (1990)",Drama,Two Jakes The (1990)
3142,U2: Rattle and Hum (1988),Documentary|Musical,U2: Rattle and Hum (1988)
3143,Hell in the Pacific (1968),Drama|War,Hell in the Pacific (1968)
3144,"Glass Bottom Boat, The (1966)",Comedy|Romance,Glass Bottom Boat The (1966)
3145,"Cradle Will Rock, The (1999)",Drama,Cradle Will Rock The (1999)
3146,Deuce Bigalow: Male Gigolo (1999),Comedy,Deuce Bigalow: Male Gigolo (1999)
3147,"Green Mile, The (1999)",Drama|Thriller,Green Mile The (1999)
3148,"Cider House Rules, The (1999)",Drama,Cider House Rules The (1999)
3149,Diamonds (1999),Mystery,Diamonds (1999)
3150,"War Zone, The (1999)",Drama,War Zone The (1999)
3151,"Bat Whispers, The (1930)",Crime|Drama|Mystery,Bat Whispers The (1930)
3152,"Last Picture Show, The (1971)",Drama,Last Picture Show The (1971)
3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,7th Voyage of Sinbad The (1958)
3154,Blood on the Sun (1945),Drama|War,Blood on the Sun (1945)
3155,Anna and the King (1999),Drama|Romance,Anna and the King (1999)
3156,Bicentennial Man (1999),Comedy|Drama|Sci-Fi,Bicentennial Man (1999)
3157,Stuart Little (1999),Children's|Comedy,Stuart Little (1999)
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,Emperor and the Assassin The (Jing ke ci qin wang) (1999)
3159,Fantasia 2000 (1999),Animation|Children's|Musical,Fantasia 2000 (1999)
3160,Magnolia (1999),Drama,Magnolia (1999)
3161,Onegin (1999),Drama,Onegin (1999)
3162,Simpatico (1999),Comedy|Drama,Simpatico (1999)
3163,Topsy-Turvy (1999),Drama,Topsy-Turvy (1999)
3164,"Alley Cats, The (1968)",Drama,Alley Cats The (1968)
3165,Boiling Point (1993),Action|Drama,Boiling Point (1993)
3166,Brenda Starr (1989),Adventure,Brenda Starr (1989)
3167,Carnal Knowledge (1971),Drama,Carnal Knowledge (1971)
3168,Easy Rider (1969),Adventure|Drama,Easy Rider (1969)
3169,"Falcon and the Snowman, The (1984)",Drama,Falcon and the Snowman The (1984)
3170,Hi-Yo Silver (1940),Western,Hi-Yo Silver (1940)
3171,Room at the Top (1959),Drama,Room at the Top (1959)
3172,Ulysses (Ulisse) (1954),Adventure,Ulysses (Ulisse) (1954)
3173,Any Given Sunday (1999),Drama,Any Given Sunday (1999)
3174,Man on the Moon (1999),Comedy|Drama,Man on the Moon (1999)
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,Galaxy Quest (1999)
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,Talented Mr. Ripley The (1999)
3177,Next Friday (1999),Comedy,Next Friday (1999)
3178,"Hurricane, The (1999)",Drama,Hurricane The (1999)
3179,Angela's Ashes (1999),Drama,Angela's Ashes (1999)
3180,Play it to the Bone (1999),Comedy|Drama,Play it to the Bone (1999)
3181,Titus (1999),Drama,Titus (1999)
3182,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999)
3183,"Third Miracle, The (1999)",Drama,Third Miracle The (1999)
3184,Montana (1998),Action|Comedy|Crime|Drama,Montana (1998)
3185,Snow Falling on Cedars (1999),Drama,Snow Falling on Cedars (1999)
3186,"Girl, Interrupted (1999)",Drama,Girl Interrupted (1999)
3187,Trans (1998),Drama,Trans (1998)
3188,"Life and Times of Hank Greenberg, The (1998)",Documentary,Life and Times of Hank Greenberg The (1998)
3189,My Dog Skip (1999),Comedy,My Dog Skip (1999)
3190,Supernova (2000),Adventure|Sci-Fi,Supernova (2000)
3191,"Quarry, The (1998)",Drama,Quarry The (1998)
3192,"Terrorist, The (Malli) (1998)",Drama,Terrorist The (Malli) (1998)
3193,Creature (1999),Documentary,Creature (1999)
3194,"Way We Were, The (1973)",Drama,Way We Were The (1973)
3195,Tess of the Storm Country (1922),Drama,Tess of the Storm Country (1922)
3196,Stalag 17 (1953),Drama|War,Stalag 17 (1953)
3197,"Presidio, The (1988)",Action,Presidio The (1988)
3198,Papillon (1973),Drama,Papillon (1973)
3199,Pal Joey (1957),Comedy|Musical|Romance,Pal Joey (1957)
3200,"Last Detail, The (1973)",Comedy|Drama,Last Detail The (1973)
3201,Five Easy Pieces (1970),Drama,Five Easy Pieces (1970)
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971)
3203,Dead Calm (1989),Thriller,Dead Calm (1989)
3204,"Boys from Brazil, The (1978)",Thriller,Boys from Brazil The (1978)
3205,Black Sunday (La Maschera Del Demonio) (1960),Horror,Black Sunday (La Maschera Del Demonio) (1960)
3206,Against All Odds (1984),Romance,Against All Odds (1984)
3207,"Snows of Kilimanjaro, The (1952)",Adventure,Snows of Kilimanjaro The (1952)
3208,Loaded Weapon 1 (1993),Action|Comedy,Loaded Weapon 1 (1993)
3209,"Loves of Carmen, The (1948)",Drama,Loves of Carmen The (1948)
3210,Fast Times at Ridgemont High (1982),Comedy,Fast Times at Ridgemont High (1982)
3211,"Cry in the Dark, A (1988)",Drama,Cry in the Dark A (1988)
3212,Born to Win (1971),Drama,Born to Win (1971)
3213,Batman: Mask of the Phantasm (1993),Animation|Children's,Batman: Mask of the Phantasm (1993)
3214,American Flyers (1985),Drama,American Flyers (1985)
3215,Voyage of the Damned (1976),Drama,Voyage of the Damned (1976)
3216,Vampyros Lesbos (Las Vampiras) (1970),Horror,Vampyros Lesbos (Las Vampiras) (1970)
3217,"Star Is Born, A (1937)",Drama,Star Is Born A (1937)
3218,Poison (1991),Drama,Poison (1991)
3219,Pacific Heights (1990),Thriller,Pacific Heights (1990)
3220,Night Tide (1961),Drama,Night Tide (1961)
3221,"Draughtsman's Contract, The (1982)",Drama,Draughtsman's Contract The (1982)
3222,Carmen (1984),Drama,Carmen (1984)
3223,"Zed & Two Noughts, A (1985)",Drama,Zed & Two Noughts A (1985)
3224,Woman in the Dunes (Suna no onna) (1964),Drama,Woman in the Dunes (Suna no onna) (1964)
3225,Down to You (2000),Comedy|Romance,Down to You (2000)
3226,Hellhounds on My Trail (1999),Documentary,Hellhounds on My Trail (1999)
3227,"Not Love, Just Frenzy (Más que amor, frenesí) (1996)",Comedy|Drama|Thriller,Not Love Just Frenzy (Más que amor frenesí) (1996)
3228,Wirey Spindell (1999),Comedy,Wirey Spindell (1999)
3229,Another Man's Poison (1952),Crime|Drama,Another Man's Poison (1952)
3230,"Odessa File, The (1974)",Thriller,Odessa File The (1974)
3231,"Saphead, The (1920)",Comedy,Saphead The (1920)
3232,Seven Chances (1925),Comedy,Seven Chances (1925)
3233,Smashing Time (1967),Comedy,Smashing Time (1967)
3234,Train Ride to Hollywood (1978),Comedy,Train Ride to Hollywood (1978)
3235,Where the Buffalo Roam (1980),Comedy,Where the Buffalo Roam (1980)
3236,Zachariah (1971),Western,Zachariah (1971)
3237,Kestrel's Eye (Falkens öga) (1998),Documentary,Kestrel's Eye (Falkens öga) (1998)
3238,Eye of the Beholder (1999),Thriller,Eye of the Beholder (1999)
3239,Isn't She Great? (2000),Comedy,Isn't She Great? (2000)
3240,"Big Tease, The (1999)",Comedy,Big Tease The (1999)
3241,"Cup, The (Phörpa) (1999)",Comedy,Cup The (Phörpa) (1999)
3242,Santitos (1997),Comedy,Santitos (1997)
3243,Encino Man (1992),Comedy,Encino Man (1992)
3244,"Goodbye Girl, The (1977)",Comedy|Romance,Goodbye Girl The (1977)
3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,I Am Cuba (Soy Cuba/Ya Kuba) (1964)
3246,Malcolm X (1992),Drama,Malcolm X (1992)
3247,Sister Act (1992),Comedy|Crime,Sister Act (1992)
3248,Sister Act 2: Back in the Habit (1993),Comedy,Sister Act 2: Back in the Habit (1993)
3249,"Hand That Rocks the Cradle, The (1992)",Thriller,Hand That Rocks the Cradle The (1992)
3250,Alive (1993),Drama,Alive (1993)
3251,Agnes of God (1985),Drama|Mystery,Agnes of God (1985)
3252,Scent of a Woman (1992),Drama,Scent of a Woman (1992)
3253,Wayne's World (1992),Comedy,Wayne's World (1992)
3254,Wayne's World 2 (1993),Comedy,Wayne's World 2 (1993)
3255,"League of Their Own, A (1992)",Comedy|Drama,League of Their Own A (1992)
3256,Patriot Games (1992),Action|Thriller,Patriot Games (1992)
3257,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,Bodyguard The (1992)
3258,Death Becomes Her (1992),Comedy,Death Becomes Her (1992)
3259,Far and Away (1992),Drama|Romance,Far and Away (1992)
3260,Howards End (1992),Drama,Howards End (1992)
3261,Singles (1992),Comedy|Drama|Romance,Singles (1992)
3262,Twin Peaks: Fire Walk with Me (1992),Drama|Mystery,Twin Peaks: Fire Walk with Me (1992)
3263,White Men Can't Jump (1992),Comedy,White Men Can't Jump (1992)
3264,Buffy the Vampire Slayer (1992),Comedy|Horror,Buffy the Vampire Slayer (1992)
3265,Hard-Boiled (Lashou shentan) (1992),Action|Crime,Hard-Boiled (Lashou shentan) (1992)
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Action|Comedy|Crime|Drama,Man Bites Dog (C'est arrivé près de chez vous) (1992)
3267,"Mariachi, El (1992)",Action|Thriller,Mariachi El (1992)
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,Stop! Or My Mom Will Shoot (1992)
3269,Forever Young (1992),Adventure|Romance|Sci-Fi,Forever Young (1992)
3270,"Cutting Edge, The (1992)",Drama,Cutting Edge The (1992)
3271,Of Mice and Men (1992),Drama,Of Mice and Men (1992)
3272,Bad Lieutenant (1992),Crime|Drama,Bad Lieutenant (1992)
3273,Scream 3 (2000),Horror|Mystery|Thriller,Scream 3 (2000)
3274,Single White Female (1992),Action,Single White Female (1992)
3275,"Boondock Saints, The (1999)",Action|Comedy,Boondock Saints The (1999)
3276,Gun Shy (2000),Comedy,Gun Shy (2000)
3277,Beloved/Friend (Amigo/Amado) (1999),Drama,Beloved/Friend (Amigo/Amado) (1999)
3278,Gendernauts (1999),Documentary,Gendernauts (1999)
3279,Knockout (1999),Action|Adventure,Knockout (1999)
3280,"Baby, The (1973)",Horror,Baby The (1973)
3281,"Brandon Teena Story, The (1998)",Documentary,Brandon Teena Story The (1998)
3282,Different for Girls (1996),Comedy,Different for Girls (1996)
3283,Minnie and Moskowitz (1971),Action,Minnie and Moskowitz (1971)
3284,They Might Be Giants (1971),Comedy|Romance,They Might Be Giants (1971)
3285,"Beach, The (2000)",Adventure|Drama,Beach The (2000)
3286,Snow Day (2000),Comedy,Snow Day (2000)
3287,"Tigger Movie, The (2000)",Animation|Children's,Tigger Movie The (2000)
3288,Cotton Mary (1999),Drama,Cotton Mary (1999)
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,Not One Less (Yi ge dou bu neng shao) (1999)
3290,Soft Toilet Seats (1999),Comedy,Soft Toilet Seats (1999)
3291,Trois (2000),Thriller,Trois (2000)
3292,"Big Combo, The (1955)",Film-Noir,Big Combo The (1955)
3293,Conceiving Ada (1997),Drama|Sci-Fi,Conceiving Ada (1997)
3294,Eaten Alive (1976),Horror,Eaten Alive (1976)
3295,Raining Stones (1993),Drama,Raining Stones (1993)
3296,To Sir with Love (1967),Drama,To Sir with Love (1967)
3297,With Byrd at the South Pole (1930),Documentary,With Byrd at the South Pole (1930)
3298,Boiler Room (2000),Drama,Boiler Room (2000)
3299,Hanging Up (2000),Comedy|Drama,Hanging Up (2000)
3300,Pitch Black (2000),Action|Sci-Fi,Pitch Black (2000)
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,Whole Nine Yards The (2000)
3302,Beautiful People (1999),Comedy,Beautiful People (1999)
3303,Black Tar Heroin: The Dark End of the Street (1999),Documentary,Black Tar Heroin: The Dark End of the Street (1999)
3304,Blue Collar (1978),Crime|Drama,Blue Collar (1978)
3305,Bluebeard (1944),Film-Noir|Horror,Bluebeard (1944)
3306,"Circus, The (1928)",Comedy,Circus The (1928)
3307,City Lights (1931),Comedy|Drama|Romance,City Lights (1931)
3308,"Flamingo Kid, The (1984)",Comedy|Drama,Flamingo Kid The (1984)
3309,"Dog's Life, A (1920)",Comedy,Dog's Life A (1920)
3310,"Kid, The (1921)",Action,Kid The (1921)
3311,"Man from Laramie, The (1955)",Western,Man from Laramie The (1955)
3312,"McCullochs, The (1975)",Drama,McCullochs The (1975)
3313,Class Reunion (1982),Comedy,Class Reunion (1982)
3314,"Big Trees, The (1952)",Action|Drama,Big Trees The (1952)
3315,Happy Go Lovely (1951),Musical,Happy Go Lovely (1951)
3316,Reindeer Games (2000),Action|Thriller,Reindeer Games (2000)
3317,Wonder Boys (2000),Comedy|Drama,Wonder Boys (2000)
3318,Deterrence (1998),Thriller,Deterrence (1998)
3319,Judy Berlin (1999),Drama,Judy Berlin (1999)
3320,Mifune (Mifunes sidste sang) (1999),Comedy|Romance,Mifune (Mifunes sidste sang) (1999)
3321,"Waiting Game, The (2000)",Comedy,Waiting Game The (2000)
3322,3 Strikes (2000),Comedy,3 Strikes (2000)
3323,Chain of Fools (2000),Comedy|Crime,Chain of Fools (2000)
3324,Drowning Mona (2000),Comedy,Drowning Mona (2000)
3325,"Next Best Thing, The (2000)",Comedy|Drama,Next Best Thing The (2000)
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,What Planet Are You From? (2000)
3327,Beyond the Mat (2000),Documentary,Beyond the Mat (2000)
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,Ghost Dog: The Way of the Samurai (1999)
3329,"Year My Voice Broke, The (1987)",Drama,Year My Voice Broke The (1987)
3330,Splendor in the Grass (1961),Drama,Splendor in the Grass (1961)
3331,My Tutor (1983),Drama,My Tutor (1983)
3332,"Legend of Lobo, The (1962)",Adventure|Children's,Legend of Lobo The (1962)
3333,"Killing of Sister George, The (1968)",Drama,Killing of Sister George The (1968)
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,Key Largo (1948)
3335,Jail Bait (1954),Crime|Drama,Jail Bait (1954)
3336,It Happened Here (1961),Drama,It Happened Here (1961)
3337,I'll Never Forget What's 'is Name (1967),Comedy|Drama,I'll Never Forget What's 'is Name (1967)
3338,For All Mankind (1989),Documentary,For All Mankind (1989)
3339,Cross of Iron (1977),War,Cross of Iron (1977)
3340,Bride of the Monster (1956),Horror|Sci-Fi,Bride of the Monster (1956)
3341,Born Yesterday (1950),Comedy,Born Yesterday (1950)
3342,Birdy (1984),Drama|War,Birdy (1984)
3343,And God Created Woman (1988),Comedy|Drama|Romance,And God Created Woman (1988)
3344,Blood Feast (1963),Horror,Blood Feast (1963)
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children's,Charlie the Lonesome Cougar (1967)
3346,Color Me Blood Red (1965),Horror,Color Me Blood Red (1965)
3347,Never Cry Wolf (1983),Drama,Never Cry Wolf (1983)
3348,"Night Visitor, The (1970)",Crime|Thriller,Night Visitor The (1970)
3349,"Perils of Pauline, The (1947)",Comedy,Perils of Pauline The (1947)
3350,"Raisin in the Sun, A (1961)",Drama,Raisin in the Sun A (1961)
3351,Two Thousand Maniacs! (1964),Horror,Two Thousand Maniacs! (1964)
3352,Brown's Requiem (1998),Drama,Brown's Requiem (1998)
3353,"Closer You Get, The (2000)",Comedy|Romance,Closer You Get The (2000)
3354,Mission to Mars (2000),Sci-Fi,Mission to Mars (2000)
3355,"Ninth Gate, The (2000)",Thriller,Ninth Gate The (2000)
3356,Condo Painting (2000),Documentary,Condo Painting (2000)
3357,East-West (Est-ouest) (1999),Drama|Romance,East-West (Est-ouest) (1999)
3358,Defending Your Life (1991),Comedy|Romance,Defending Your Life (1991)
3359,Breaking Away (1979),Drama,Breaking Away (1979)
3360,Hoosiers (1986),Drama,Hoosiers (1986)
3361,Bull Durham (1988),Comedy,Bull Durham (1988)
3362,Dog Day Afternoon (1975),Comedy|Crime|Drama,Dog Day Afternoon (1975)
3363,American Graffiti (1973),Comedy|Drama,American Graffiti (1973)
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,Asphalt Jungle The (1950)
3365,"Searchers, The (1956)",Western,Searchers The (1956)
3366,Where Eagles Dare (1969),Action|Adventure|War,Where Eagles Dare (1969)
3367,"Devil's Brigade, The (1968)",War,Devil's Brigade The (1968)
3368,"Big Country, The (1958)",Romance|Western,Big Country The (1958)
3369,Any Number Can Win (Mélodie en sous-sol ) (1963),Crime,Any Number Can Win (Mélodie en sous-sol ) (1963)
3370,Betrayed (1988),Drama|Thriller,Betrayed (1988)
3371,Bound for Glory (1976),Drama,Bound for Glory (1976)
3372,"Bridge at Remagen, The (1969)",Action|War,Bridge at Remagen The (1969)
3373,Buck and the Preacher (1972),Western,Buck and the Preacher (1972)
3374,Daughters of the Dust (1992),Drama,Daughters of the Dust (1992)
3375,Destination Moon (1950),Sci-Fi,Destination Moon (1950)
3376,"Fantastic Night, The (La Nuit Fantastique) (1949)",Romance,Fantastic Night The (La Nuit Fantastique) (1949)
3377,Hangmen Also Die (1943),Drama|War,Hangmen Also Die (1943)
3378,"Ogre, The (Der Unhold) (1996)",Drama,Ogre The (Der Unhold) (1996)
3379,On the Beach (1959),Drama,On the Beach (1959)
3380,Railroaded! (1947),Film-Noir,Railroaded! (1947)
3381,Slaves to the Underground (1997),Comedy|Drama,Slaves to the Underground (1997)
3382,Song of Freedom (1936),Drama,Song of Freedom (1936)
3383,Big Fella (1937),Drama|Musical,Big Fella (1937)
3384,"Taking of Pelham One Two Three, The (1974)",Action,Taking of Pelham One Two Three The (1974)
3385,Volunteers (1985),Comedy,Volunteers (1985)
3386,JFK (1991),Drama|Mystery,JFK (1991)
3387,Who's Harry Crumb? (1989),Comedy,Who's Harry Crumb? (1989)
3388,Harry and the Hendersons (1987),Comedy,Harry and the Hendersons (1987)
3389,Let's Get Harry (1986),Action|Adventure,Let's Get Harry (1986)
3390,Shanghai Surprise (1986),Adventure,Shanghai Surprise (1986)
3391,Who's That Girl? (1987),Comedy,Who's That Girl? (1987)
3392,She-Devil (1989),Comedy,She-Devil (1989)
3393,Date with an Angel (1987),Comedy|Fantasy,Date with an Angel (1987)
3394,Blind Date (1987),Comedy|Romance,Blind Date (1987)
3395,Nadine (1987),Comedy,Nadine (1987)
3396,"Muppet Movie, The (1979)",Children's|Comedy,Muppet Movie The (1979)
3397,"Great Muppet Caper, The (1981)",Children's|Comedy,Great Muppet Caper The (1981)
3398,"Muppets Take Manhattan, The (1984)",Children's|Comedy,Muppets Take Manhattan The (1984)
3399,Sesame Street Presents Follow That Bird (1985),Children's|Comedy,Sesame Street Presents Follow That Bird (1985)
3400,We're Back! A Dinosaur's Story (1993),Animation|Children's,We're Back! A Dinosaur's Story (1993)
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,Baby... Secret of the Lost Legend (1985)
3402,Turtle Diary (1985),Drama,Turtle Diary (1985)
3403,Raise the Titanic (1980),Drama|Thriller,Raise the Titanic (1980)
3404,Titanic (1953),Action|Drama,Titanic (1953)
3405,"Night to Remember, A (1958)",Action|Drama,Night to Remember A (1958)
3406,Captain Horatio Hornblower (1951),Action|Adventure|War,Captain Horatio Hornblower (1951)
3407,"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)",Comedy|Drama,Carriers Are Waiting The (Les Convoyeurs Attendent) (1999)
3408,Erin Brockovich (2000),Drama,Erin Brockovich (2000)
3409,Final Destination (2000),Drama|Thriller,Final Destination (2000)
3410,Soft Fruit (1999),Comedy|Drama,Soft Fruit (1999)
3411,Babymother (1998),Drama,Babymother (1998)
3412,"Bear, The (1988)",Adventure,Bear The (1988)
3413,Impact (1949),Crime|Drama,Impact (1949)
3414,Love Is a Many-Splendored Thing (1955),Romance,Love Is a Many-Splendored Thing (1955)
3415,"Mirror, The (Zerkalo) (1975)",Drama,Mirror The (Zerkalo) (1975)
3416,"Trial, The (Le Procès) (1963)",Drama,Trial The (Le Procès) (1963)
3417,"Crimson Pirate, The (1952)",Adventure|Comedy|Sci-Fi,Crimson Pirate The (1952)
3418,Thelma & Louise (1991),Action|Drama,Thelma & Louise (1991)
3419,Something for Everyone (1970),Comedy|Crime,Something for Everyone (1970)
3420,...And Justice for All (1979),Drama|Thriller,...And Justice for All (1979)
3421,Animal House (1978),Comedy,Animal House (1978)
3422,She's Gotta Have It (1986),Comedy|Romance,She's Gotta Have It (1986)
3423,School Daze (1988),Drama,School Daze (1988)
3424,Do the Right Thing (1989),Comedy|Drama,Do the Right Thing (1989)
3425,Mo' Better Blues (1990),Drama,Mo' Better Blues (1990)
3426,Jungle Fever (1991),Drama|Romance,Jungle Fever (1991)
3427,Coogan's Bluff (1968),Crime,Coogan's Bluff (1968)
3428,"Champ, The (1979)",Drama,Champ The (1979)
3429,Creature Comforts (1990),Animation|Comedy,Creature Comforts (1990)
3430,Death Wish (1974),Action|Drama,Death Wish (1974)
3431,Death Wish II (1982),Action|Drama,Death Wish II (1982)
3432,Death Wish 3 (1985),Action|Drama,Death Wish 3 (1985)
3433,Death Wish 4: The Crackdown (1987),Action|Drama,Death Wish 4: The Crackdown (1987)
3434,Death Wish V: The Face of Death (1994),Action|Drama,Death Wish V: The Face of Death (1994)
3435,Double Indemnity (1944),Crime|Film-Noir,Double Indemnity (1944)
3436,Dying Young (1991),Drama|Romance,Dying Young (1991)
3437,Cool as Ice (1991),Drama,Cool as Ice (1991)
3438,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy,Teenage Mutant Ninja Turtles (1990)
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
3440,Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy,Teenage Mutant Ninja Turtles III (1993)
3441,Red Dawn (1984),Action|War,Red Dawn (1984)
3442,Band of the Hand (1986),Action,Band of the Hand (1986)
3443,Born American (1986),Action|Drama|Thriller,Born American (1986)
3444,Bloodsport (1988),Action,Bloodsport (1988)
3445,Eyes of Laura Mars (1978),Mystery|Thriller,Eyes of Laura Mars (1978)
3446,Funny Bones (1995),Comedy,Funny Bones (1995)
3447,"Good Earth, The (1937)",Drama,Good Earth The (1937)
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,Good Morning Vietnam (1987)
3449,"Good Mother, The (1988)",Drama,Good Mother The (1988)
3450,Grumpy Old Men (1993),Comedy,Grumpy Old Men (1993)
3451,Guess Who's Coming to Dinner (1967),Comedy|Drama,Guess Who's Coming to Dinner (1967)
3452,Romeo Must Die (2000),Action|Romance,Romeo Must Die (2000)
3453,Here on Earth (2000),Drama|Romance,Here on Earth (2000)
3454,Whatever It Takes (2000),Comedy|Romance,Whatever It Takes (2000)
3455,Buddy Boy (1999),Drama|Thriller,Buddy Boy (1999)
3456,"Color of Paradise, The (Rang-e Khoda) (1999)",Drama,Color of Paradise The (Rang-e Khoda) (1999)
3457,Waking the Dead (1999),Drama,Waking the Dead (1999)
3458,Blood and Sand (Sangre y Arena) (1989),Drama|Romance,Blood and Sand (Sangre y Arena) (1989)
3459,Gothic (1986),Drama|Horror,Gothic (1986)
3460,Hillbillys in a Haunted House (1967),Comedy,Hillbillys in a Haunted House (1967)
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,Lord of the Flies (1963)
3462,Modern Times (1936),Comedy,Modern Times (1936)
